Script Name,Character Names
Jacob_s Ladder.txt,"HAYES, MRS. CARMICHAEL, REPORTER, PAUL, ORDERLY, BEARER, LOUIS, MURPHY, VOICE, MAN, NURSE 2, NURSE, POLICEMAN., JACOB (V.O.), DELLA, YOUNG MAN, MICHAEL, ELSA, JEZZIE (V.O.), DRIVER, PALMER, ELI, SARAH, DOUG, BYSTANDER, VOICES, WINO, TONY, SAM, FRANK, STERN, GEARY, JEZZIE!, BOUND MAN, DOCTOR, ROD, JACOB, ADMIRER, JEZZIE, RESIDENT, DOORMAN, WOMAN, SANTA, FRANK (V.O.), GEORGE, JED, JERRY, SELLER, DEMON, GIRL, GABE, NEWSCASTER, POLICEMAN, ATTENDANT, SOLDIER 1, BELLBOY (V.O.), PROFESSOR., NURSE 1"
Jade.txt,
Jane Eyre.txt,"ST JOHN, UNDER COOK, LADY INGRAM, BESSIE, ROCHESTER, GRACE, MARY, JANE EYRE, ADELE, MISS TEMPLE, LORD INGRAM, HANNAH, BLANCHE, HELEN, MISS ABBOT, MADAME PIERROT, BRIGGS, JANE, MASON, MRS REED, DR CARTER, DIANA, JOHN, ST JOHN, ROCHESTER, MRS FAIRFAX, LOUISA ESHTON, MARY, BRIGGS, BROCKLEHURST, MRS REED, MASON, JOHN REED, WOOD, LEAH, MISS SCATCHERD, SOPHIE, JANE"
Jason X.txt,"ADRIENNE, KAY-EM 14, SVEN, GRENDEL'S MOTHER, YLLO, DELONGPRE, RIZZO, BRODSKI, GIRL'S VOICE, JASON VOORHEES, THORGON, COMPUTER VOICE, BOEMEN, BRIGGS, FAT LOU, JASON, THORGAN, BERNIE, MRS. VOORHEES, YYLO, STONEY, FAT LOU, AZRAEL, PEREZ, DALLAS, ADRIENNE, YLLO, DELONGPRE, SVEN, HALL, VOICE, KKINSA, JANESSA, BOEMAN"
Jaws 2.txt,"BOB, KAISER, ANDY, SANSOM, SPARKY, DOUG, DIANE, VAUGHN, DENISE, BRODY, BROOKE, NICHOLS, DONNIE, PILOT, TINA, DONNY, PATRICK, BRODY, MRS. SILVERA, ELLEN, ED, RED, JACKIE, PHIL, HENDRICKS, ANDREWS, CROSBY, TERRY, MIKE, PETERSON, LIFEGUARD, ATTENDANT, MRS. BRYANT, ELKINS, SEAN, A SWIMMER, RENEE, LARRY, GRACE, TIM, POLLY, MARGE, LUCY, POLO, SKIPPER"
Jaws.txt,"QUINT, ARTHUR (THE BUTLER), BRODY, MICHAEL, PRATT, TOM, MAX TAFT, WOMAN, OFFICER, POLLY, CHRISSIE, HERSCHEL, DENHERDER, MR. KEISEL, MRS. TAFT, ELLEN, VAUGHN, ENSIGN, CHARLIE, CASSIDY, SEAN, TAFT, LYNWOOD, MRS. KINTNER, ARTHUR, MR. POSNER, KEISEL, FELIX AND PRATT, MR. POLK, DOCTOR, ALEX, HARRY, GARDNER, HENDRICKS, HOOPER"
Jay and Silent Bob Strike Back.txt,"PASSERBY, COP 4, HOOPER, SHANNEN DOHERTY, WES CRAVEN, JAY (O.S.), BRODIE (O.S.), BRODIE, HOOKER 1, PASSENGER, RANDAL, WILLENHOLLY, SECURITY GUARD, DIRECTOR, P.A., BANKY, JULES, ALYSSA, CODA, JAMES, JULES ASNER, COP 5, AGENT SID, CHAKA, DUDE, COP, BEN, DEALER, BEN/CHUCKIE, GREAT DANE, WALT, BRENT, DANTE, PIZZA DELIVERY GUY, COP 3, SHERIFF (O.S.), JAY (V.O.), GIRL, WILLENHOLLY (V.O.), DIRECTOR/CHAKA, CHRISSY, COP 2, TRISH, MATT, JAY, JAY DEVIL 2, SILENT BOB, MISSY, JUSTICE, GUS, STEVE, KID, DEPUTY, NUN, BOOKISH, SISSY, SHERIFF, SUZANNE, STEVE-DAVE, JAY'S POV, CLAPPER/LOADER, JASON, DRIVER, COP 1, JAY ANGEL, ANCHORMAN, MATT/WILL, JAY AND BOB, HOLDEN, GUY, MOTHER, TEEN 2, SISSY (O.S.), STEVE KMETKO, HOOKER 2, CLAPPER/LOADER (O.S.), SISSY/CHRISSY/MISSY, CLARK, CHILD"
Jennifer Eight.txt,"CITRINE, BERLIN, AMANDA, HELENA, MYOPIC, CITRINE, TAYLOR, MARGIE, VENABLES, BERLIN, ROSS, HELENA, ROSS, GOODRIDGE, BENNY, ASSISTANT, PATHOLOGIST, JENNIFER EIGHT, BERLIN, BERLIN, EMERSON, CHAIR, HELENA, INTRUDER, VENABLES, ROSS, POPEYE, MALE REPORTER, ANN, WOMAN, MARGIE, TRAVIS, BERLIN, BISLEY, BLATTIS, BOBBY, EXPERT, SERATO, ALL, ROSS, FLESHY VOICE, HEINEMAN, TRIMBLE, BERLIN, BERLIN, O.K., BERLIN, MALE REPORTER, WOMAN REPORTER, BLATTIS, MAX"
Jennifer_s Body.txt,"ROMAN, NIKOLAI, GOTH BOY, CHIP'S MOM, MRS. CHECK, CHIP!, DIRK, JONAS, NUTRITIONIST, COLIN, CHIP., NEEDY, OLD MAN, CAMILLE, RADIO DJ, GOTH GIRL, OFFICER WARZAK, CHIP, PRIEST, LITTLE JENNIFER, TONI, MR. GRAY, LITTLE NEEDY, JENNIFER, PRIEST, CHASTITY, GUY, JONAS'S DAD, CHIP, LITTLE JENNIFER, MR. WROBLEWSKI, CHASTITY, JENNIFER, GUY, FEMALE COP, CRAIG, GOTH GIRL #2, MR. WROBLEWSKI, OTHER GIRL"
Jerry Maguire.txt,"AGENT # 2 (CHRIS), WILBURN, LITTLE BOY, TEE PEE, AGENT, SWENSON, CUSH, BROTHER, AVERY, PATRICIA LOGAN, KID ON BASKETBALL COURT, JERRY                         DOROTHY, MATT CUSHMAN'S VOICE, LAUREL/DOROTHY, FIRESTONE, WOMAN, KINKO'S GUY, GIFFORD (ON T.V.), PICKLE MAN, JERRY (0.5.), WOMAN REPORTER, REPORTER, TIDWELL, ANONYMOUS MAN, KID, DOROTHY                       JERRY, CHAD, MARCEE, CALVIN NACK, JERRY MAGUIRE, AGENT # 1 (RACHEL), DIERDORF (ON T.V.), LAUREL, CLEO, ON GOLDEN BOY QUARTERBACK -- FRANK CUSHMAN, STEVE REMO, DOROTHY                       RAY, JAN, COUSIN, ATTENDANT, SON, MATT, JERRY/DOROTHY, RAY, KEITH, INSANE FAN, YOUNG AGENT, KATHY, SUGAR, WOMAN # 1, WOMAN'S VOICE, JERRY, FRANK GIFFORD'S VOICE, MICHAELS (ON T.V.), HEAD MARIACHI, FLOWER GIRL, WENDY, ROD TIDWELL, DOOLER, VOICE, MAN REPORTER, AVERY (0.5.), ALICE, TYSON, DOCTOR, TRAINER, MICHAEL JORDAN, JERRY'S VOICE, DOROTHY, PATRICIA, WAITER, CURTIS WEINTRAUB, DICKY FOX, A YOUNG CHAMPIONSHIP GOLFER"
Jeux Interdits.txt,"P�RE PAULETTE, GEORGES DOLL�, LE P�RE DOLL�, COUSINE DOLL�, LA M�RE DOLL�, FRANCIS GOUARD, MICHEL DOLL�, JEANNE GOUARD, MARCELLE GOUARD, M�RE PAULETTE, BERTHE DOLL�, UN GENDARME, UNE FEMME, LE CUR�, REN�E DOLL�, DAME B�N�VOLE CROIX-ROUGE, L'HOMME, LA RELIGIEUSE, RAYMOND DOLL�, LA VEILLE FEMME, LE P�RE GOUARD, PAULETTE"
Jimmy and Judy.txt,"ELVIS, COP, DINKO, JUDY (O.C.), JIMMY'S MOM, BUDDY (O.C.), BAM, BOOM!, JIMMY (O.C.), JAMES (O.C.), JIMMY    (O.C.), ATTORNEY (O.C.), OK., SILVER., SAM, POLICE CHATTER (O.C.), DR. WALTERS, CAMERA OPERATOR (O.C.), JUDY'S MOM (O.C.), DINKO (O.C.), TV., GOPHER., FEMALE PARTY GUEST #1, PROSTITUTE, SALLY, RODNEY'S BIG GUY #3, MAN (O.C.), JIMMY (V.O.), ELVIS (O.C.), JIMMY (O.C.) (O.C.), JIMMY'S DAD (O.C.), ANCHORMAN, BUDDY, HAZEL, UNCLE RODNEY, RODNEY'S BIG GUY #2 (O.C.), COP (O.C.), JUDY, RODNEY'S BIG GUY #1 (O.C.), JIMMY AND JUDY, JIMMY'S DAD, JUDY'S DAD, JIMMY'S MOM (O.C.), STORE MANAGER, JIMMY"
John Q.txt,
John Wick.txt,"GOON #1, DOCTOR, CAPTAIN (CONT'D), SNIPER, MANAGER (CONT'D), JOHN (CONT'D), SCOTCH-, EVAN (CONT'D), VIGGO!, BARTENDER, JOHN, JIMMY NODS-, BOUNCER, BANK MANAGER (CONT'D), MECHANIC #1, WINSTON (CONT'D), DRIVER (CONT'D), WAITRESS, KIRILL, HARRY (O.C.), CHARLIE, KIRILL (O.C.), IOSEF (CONT'D), WAITRESS (CONT'D), JIMMY, HARRY, MARCUS (CONT'D), BANK MANAGER, DOCTOR (CONT'D), AURELIO, DAVID, MARCUS, CAPTAIN, DELIVERY WOMAN, MANAGER, CARLO (CONT'D), GUARD #1, VIGGO (O.S.), VIGGO (CONT'D), EDDIE, VIGGO, CHARLIE (CONT'D), CARLO, DELIVERY WOMAN (CONT'D), JOHN (O.S.), OPERATOR, IOSEF, JENNY, SNIPER (CONT'D), VIKTOR (O.C.), VIKTOR (CONT'D), JOHN WICK, CAPTAIN (O.S.), HARRY (CONT'D), EVAN, EDWARDO, WINSTON, GUNMEN, OPERATOR (O.S.), DRIVER, VIKTOR, AURELIO (CONT'D), JENNY (CONT'D), ROBERTO, VIGGO! HIS FATHER! HE'S WITH, JOHN'S POV:, NORMA (V.O.), CREWMAN #1, VIGGO (V.O.), VOICE #1 (O.C.)"
John Wick_ Chapter 4.txt,
Jojo Rabbit.txt,"HERR KOCH, ELSA (O.S.), OFFICER 2, HERR GRUSCH, FRAULEIN RAHM, ADOLF (O.S.), KID, ELSA, KLENZENDORF (CONT'D), CHRISTOPH (CONT'D), OLD WOMAN, STOREMAN, SECRETARY, OLD LADY, JOJO RABBIT, ADOLF, YORKI (CONT'D), HITLER, JOJO, FROSCH, RUSSIAN TEACHER (CONT'D), HANS, JUNGVOLK, FRAU BETZLER (CONT'D), FRAU BAUMER, RUSSIAN TEACHER, KLENZENDORF, JOJO (O.S.) (CONT'D), PARTISAN, JUNKER, DEERTZ, WOMAN, PARTISAN (CONT'D), FRAU BETZLER, FRAU BETZLER (O.S.), CHRISTOPH, RILKE, JOJO (CONT'D), ADOLF (CONT'D), HITLER (CONT'D), FINKEL, DEERTZ (CONT'D), HANS (CONT'D), KLENZENDORF (O.S.), ANOTHER KID, MUELLER, YORKI, FRAULEIN RAHM (CONT'D), OFFICERS, OFFICER 1, HELGA, SECRETARY (CONT'D), ELSA (CONT'D)"
Joker.txt,"KID #2, DET. GARRITY, MOM (OS) (CONT'D), WALL STREET #3, MURRAY FRANKLIN (ON MONITORS), JOKER, BURKE, MOM (OS), POLICE OFFICER #1 (OS), DIRECTOR, YOUNG WOMAN, WALL STREET #1, MOM (VO), ANNOUNCER (ON TV), GENE UFLAND, WOMAN ON BUS, HA-HA CLOWN #1 (OS), DR. SALLY FRIEDMAN, BRANCH MANAGER, HOSPITAL DOCTOR, ""CLOWN"" PROTESTER #2 (ON TV), MURRAY FRANKLIN, KID #1, ER NURSE, MOM (V0), SHOW BOOKER (OVER PHONE), POLICE LIEUTENANT (OS), ""CLOWN"" PROTESTER #1 (ON TV), MURRAY FRANKLIN (ON TV), DR. STONER, CLERK, SHOW BOOKER (ON MACHINE), ALFRED, SOPHIE, RANDALL (CONT'D), ER RESIDENT, HOYT (OVER PHONE), MAGICIAN, THOMAS WAYNE (ON TV), POLICE OFFICER #2 (OS), NURSE #1 (OS), SOPHIE (OS), YOUNG DOCTOR (OS), EMCEE (OS), THOMAS WAYNE, TECHNICAL DIRECTOR, MOM, GARY, RANDALL, DET. BURKE, CLERK (CONT'D), JOKER (CONT'D), JOKER (ON TV), JOKER (PRE-LAP), ""GOOD MORNING"" HOST (ON TV), RECEPTIONIST, PUNK, DR. STONER (VO), SOCIAL WORKER, HA-HA CLOWN #2, GARY (OS), HOYT, RANDALL (OS), WALL STREET #2"
Judge Dredd.txt,"MCGRUDER (X), FERGIE, GRIFFIN(CONT'D), CENTRAL(CONT'D), DREDD, ILSA (X), FERGIE'S VOICE, BRISCO, JUDGE GRIFFIN, MCGRUDER(CONT'D), RICO, FARGO, OLMEYER (X), JUDGE MCGRUDER, ILSA, GEIGER, VOICE (GRIFFIN) (X), WOMAN, GATE GUARD, CEN'T'RAL, RICO (CONT'D), FOOD ROBOT, LILY, PILOT'S VOICE (X), FERG1 E, ASPEN VOICE, FARGO(CONT'D), HERSHEY ( X ), ILSA'S VOICE, JUDGE MCGRUDER'S VOICE, -'FERGIE, HAMMOND(CONT'D), GRIFFIN'S VOICE, ,GEIGER, ASPEN GUARD (X,, RICOOOOOO!, Ͽ�ESPOSITO, RICO000!, RICO'S VOICE, NARRATOR, SECOND RESIDENT, CENTRAL (X), RICO(CONT'D), HAMMOND'S VOICE (X), MILLER, RICO(CDNT'D), NARRATOR(CONT'D), CENTRAL, REVEREND ANGEL 1651, YAMAMOTO, DREDD(CONT'D), MURDERING SON OF A BITCH - !, OLMEYER ( X ), PILOT (X), HERSHEY, MCGRUDER, GRIFFIN, ANOTHER HUNTER, JUDGE DREDD, FERGIE 165G, MILLER', CENTRAL'S VOICE (X), FERGIE (X;, HERSHEY(CONT'D), GUN VOICE, CENTRAL,, MILLER (CONT'D), FERGIE(CONT'D), NIGHT WATCHMAN, REVEREND ANGEL (X), FERGIE ' S VOICE, COMPUTER, JUDGE ESPOSITO, REGGIE, FERGIE 20;, HUNTER SQUAD LEADER, , DREDD, PILOT ON P.A. (X), JUDGE, GRIFFIN (CONT'D), CLERK, A0_1 - S7 CONTINUED: 267, CENTRALS VOICE, GRIFFIN -, DREDD'S VOICE (X), ILSA(CONT'D), DISPATCH VOICE (X), ASPEN GUARD(ON SCREEN) (X), RICO, GRIFFIN(CANT'D), ROBOT, HAMMOND, OLMEYER'S VOICE (X), REGGIE', HERSHEY(V.O.), PILOT (X"
Juno.txt,"BLEEKER'S MOM, LONE PROTESTER, MAC, GERTA, ULTRASOUND TECH, ROLLO, LEAH, MARK, VIJAY, TOUGH GIRL, STEVE RENDAZO, WOMAN #2, WOMAN #1, JUNO (V.O.), GIRL LAB PARTNER, PUNK RECEPTIONIST, ALL THREE, NERD, SU-CHIN, VANESSA, WHISPERED VOICE, MR. TINKER, BREN, GUY LAB PARTNER, MRS. BLEEKER, JUNO, NURSE, ANNOUNCER, BLEEKER"
Jurassic Park III.txt,"UDESKY, PAUL, BILLY, ALAN, DAD, ERIC KIRBY, PAUL, CHERYL, ERIC, JACK, MARK, PUAL, ELLIE, BEN, COOPER, NASH, AMANDA, GRANT, ENRIQUE, CHARLIE"
Jurassic Park.txt,"HAMMOND, ED REGIS, GENNARO, PILOT, LEX, MULDOON, GRANT, ARNOLD, NEDRY, WU, TIMMY, ELLIE, HARDING, REGIS, VET, BAKER, CAPTAIN FARRELL, STUDENT"
Jurassic Park_ The Lost World.txt,
Kafka.txt,"MARGARETE, CONCIERGE, FIRST MAN, MURNAU, ANNA, ERNST, KEEPER, LUDWIG, MARGARET, BIZZLEBEK, CHIEF CLERK, GABRIELA, KAFKA, JULIUS, STELLA, BURGEL, WOMAN, MR. PICK, OSKAR, EKMAN, INSPECTOR, FRIENDLY CLERK"
Kalifornia.txt,"ADELE, CAROL, MRS. MUSGRAVE, NEWSMAN, PETER, DRIVER, BRIAN, CARL, EARLY, RITA, FARMER, ATTENDANT, DIEBOLD, MR. MUSGRAVE, YOUNG CRACKER, NEWSCASTER, POLICE OFFICER, WAITRESS, CLAUDIA, ERIC, FEMALE OFFICER, KIM, LABORER, MALE OFFICER, PAROLE OFFICER, PRETTY TEENAGE GIRL, CARRIE, OLD MAN"
Kate _ Leopold.txt,"DR. KAU, LORD WHITEHEAD, LEOPOLD, LARRY, YUPPIE WOMAN, MRS. PINCUS, INSTRUCTOR, COUNTER MAN, BILL, DR. PLODDER, WOMAN MOTORIST, THE VALET, UNCLE OTTO, CHARLIE (V.O.), CARLSON, CABBY, LEO, DENNIS, DR. DRAKE, MAN, PATRICE, ELIZABETH, LADY WHITEHEAD, KATE (V.O.), NUN, SALESLADY, WOMAN, KATE, RICH CUSTOMER, CHARLIE, DR. KAY, MOM??"
Kids Are All Right_ The.txt,"CLAY, JONI, TANYA, LUIS, PAUL/LASER, WAIFY GIRL, SASHA/JONI, SASHA, WENDY, LUIS, STELLA, BROOKE, WOMAN'S VOICE, JULES, PAUL, TANYA, CLAY'S FATHER, LASER, JAI, NIC, JOEL, BARTENDER"
Kids.txt,"TELLY, KOREAN MAN, STANLEY, PAUL, LINDA, JOY, DIANE, TELLY, RUBY, RAS, JENNIE, PHONE BOOTH MAN, SECURITY GUARD, ZACK, DRUG DEALER, MAN IN BLACK, TAMARA, DARCY, HAMILTON, GIRL, HOODLUM, TAXI DRIVER, HAROLD, KIM, CHUBBY GIRL, CASPER, BENNIE, CASPER'S MOM, MISHA, WHITE NURSE, STEVE, SUSAN, SID, MOM, KOREAN STORE OWNER, BLACK NURSE, LEGLESS MAN, GIRL, HAROLD, STEVEN, FIDGET, RUBY, LITTLE GIRL"
Kill Bill Volume 1 _ 2.txt,"THE BRIDE *, WARREN, O-REN, BUDD..., DOCTOR, ORDERLY, VERNITA GREEN, GERALD, SOFIE (JAPANESE), ELLE,, BILL (ENGLISH), BARTENDER, SOFIE, VERNITA, MR. BARREL (JAPANESE), ELLE, O-REN (JAPANESE), PAI MEI, GO GO, BILL (SPANISH), O-REN (ENGLISH), BUDD (O.S.), ELLE DRIVER, BUDD, SOFIE FATALE, BUCK, SUSHI CHEF, BILL (O.S., JAPANESE), HANZO (JAPANESE), SUSHI CHEF (JAPANESE), THE BRIDE (JAPANESE), MIKI (JAPANESE), JOSEPHINA, CRIME FAMILY LEADER #2 (JAPANESE), O-REN ISHII, BOSS TANAKA (JAPANESE), FEMALE VOICE (O.S.), YUKI    (JAPANESE), ELLE (CONT'D), YUKI (JAPANESE), NIKKI, NURSE OWENS, BRIDE"", MR. BARREL, LITTLE GIRL, BILL (O.S.), BILL, BILL (O.S.; ENGLISH), O-REN/THE BRIDE, CU ELLE DRIVER, HANZO (V.O.; JAPANESE), YUKI (ENGLISH), SOFIE (ENGLISH), THE ORDERLY"
Kill Your Darlings.txt,"PROFESSOR STEEVES, LOUIS, LOUIS, GUARD, NAOMI, HALL MONITOR (O.S.), MALE NURSE, BILL, GWENDOLYN, POLICE OFFICER, LUKE (O.S.), JACK, BILLETING OFFICER, JACK'S FATHER (O.S.), SECURITY GUARD, RADIO ANNOUNCER (V.O.), EDITH, GWENDOLYN (O.S.), SECRETARY, ALLEN, DETECTIVE, DAVID (O.S.), EDIE, DOCTOR, JACK (O.S.), DAVID, SAMMY (V.O.), SECURITY GUARD (O.S.), BAR-GOER (O.S.), TOUR GUIDE, DEAN, MARION CARR, NAOMI (O.S.), LUCIEN (O.S.), LUKE, VOICE OF SAMMY (O.S.), LUCIEN, ALLEN (O.S.), ALLEN (V.O.), DEAN (O.S.), MR. BURROUGHS, POLICEMAN, PERMISSIONS LIBRARIAN, BILL (O.S.), SECURITY GUARD #2, TOUR, LUCIEN (V.O.), MALE VOICE (O.S.), EDIE (O.S.)"
Killer_ The.txt,"FEMALE DOCTOR, THE KILLER (CONT.), THE EXP ERT, ""N."", THE EXPERT (CONT.), ALPRAZOLAM, LEO, MAN'S VOICE (V.O.), CITY NATL MANAGER, FEMALE OPERATOR (V.O.), THE KI LLER (V.O.), ""HODGES, EDWARD, WOMAN'S VOICE (O.S.), DOLORES' VOICE (V.O.), MALE VOICE (O.S.), THE SALESMAN, CLOSE-UP:          H.T., BUSINESS MAN, UNITED TICKET AGENT, DOLORES (O.S.), WOMAN'S VOICE (O.S.) (CONT.), THE KILLER (V.O.), JANITOR, MAGDALA (CONT.), MARCUS, THE END, DOLORES, HODGES, THE BRUTE, THE EXPER T, HANDSOME WAITER, CLAYBOURNE, LOUNGE GREETER, FEDEX CLERK, MARCUS (CONT.), MIDDLE-AGED AGENT, HODGES (O.S.), FEMALE GREETER, LEO (CONT.), AGENT'S VOICE (V.O.), THE KILLER, THE KILLER'S MIRROR POV:, ATTENDS., THE   KILLER (CONT'D), M.C.W.                        H.T., CONTINUED, M.C.W., MAN'S VOICE (V.O.) (CONT.)"
Killers of the Flower Moon.txt,"MOLLIE, TOM WHITE, PROSECUTOR LEAWARD, AUNT ANNIE, ERNEST, JAMES SHOUN, HALE ACTOR, RETA, RADIO ANNOUNCER, WILLIAM J BURNS, FREELING, ANNA, ERIC ROTH, SCOTT MATHIS, JOHN WREN, ROY BUNCH, KELSIE, JUDGE POLLOCK, ALVIN, MOLLIE & BIGHEARTS & ACOLYTE, BILL HALE, BOB MOUNT, UNDERTAKER TURTON, JOHN BURGER, LIZZIE, ACIE KIRBY, BLACKIE THOMPSON, BOB MOUNT, RADIO SHOW PRODUCER, BILL HALE, THE PRIEST, JOHN RAMSEY, RETA, LIZZIE, ANNA, AGENT JOHN BURGER, BARNEY MCBRIDE, JOHN WHITEHAIR., ANNA, INDIAN ACTOR, HENRY ROAN, JOHN RAMSEY, DAVID SHOUN, BILL STEPSON., FRANK SMITH, PEARL, PRIEST, ERNEST, MOLLIE, PITTS BEATY, MYRTLE, BRYAN, JOE JONES, SALESMAN, BOB, BYRON ACTOR, PAUL RED EAGLE, MOLLIE, HALE, REPORTER 2, PRIEST, CHIEF BONNICASTLE, ERNEST, CHIEF, RADIO ANNOUNCER, OSAGE CHIEF ACTOR, BURGER, KELSIE ACTOR, BANK MANAGER, BYRON, DAVID SHOUN, RADIO ANNOUNCER, JOHN RAMSEY, TURTON, NON-HON-ZHIN-GA, MOLLIE, REPORTER 1, ERNEST ACTOR, BLACKIE THOMPSON, JAMES SHOUN, KELSIE, SCOTT MATHIS, ACTRESS, DAVID SHOUN, PROSECUTOR LEAWARD, HALE, TRADITIONAL LEADER, WILLIAM J BURNS, MINNIE, HENRY GRAMMER, KELSIE, PROSECUTOR LEAWARD, ALVIN, HENRY GRAMMER, TOM WHITE ACTOR, MOLLIE, ELIZABETH, HALE, PRISONER ACTOR, MOLLIE, OLD TIMER, RETA, RAMSEY, HENRY ROAN, CAB DRIVER, WILLIAM HALE, MOLLIE, BILL SMITH, PROSECUTOR LEAWARD, ANNA SANFORD., MARTIN SCORSESE, BILL SMITH, MRS. MACKIE, MARTHA, HALE, ALVIN, HALE, W.S. HAMILTON, ERNEST, JAILER, LAWYER, JAMES SHOUN, ACIE KIRBY, ANNA, MOLLIE, OSAGE MAN, LIZZIE, HENRY GRAMMER, RETA, TREASURER, RADIO ANNOUNCER, ERNEST, CLERK, VERA, COUNCIL MEMBER, KELSIE ACTOR, ANNA, HENRY ROAN, BURGER, ANNA, SHERIFF, NON-HON-ZHIN-GA, DENOYA, OSAGE COUPLE, MOLLIE, W.S. HAMILTON, WILLIAM J BURNS, RAMSEY, MYRTIE, BYRON, SCOTT MATHIS"
Killing Zoe.txt,"JEAN, ZOE, RICARDO, SUB LOBBY TELLER, ZED, ZOEY, ASSISTANT MANAGER, FRANCOIS, VAULT GUARD #1, FRENCH POLICEMAN #2, BANK MANAGER, ZED, WOMAN TELLER, BELLBOY, FRENCH POLICEMAN #1, WOMAN CUSTOMER, OLIVER, FRENCH POLICEMAN #3, CLAUDE, MALE TOURIST, ERIC, SUB LOBBY ASSISTANT, STODGY CUSTOMER"
King Kong.txt,"ZELMAN, JAYNE, MANNY (O.S.), HAYES, YOUNG ASSISTANT, KING KONG, MAUDE, JACK/JAYNE, RUCE, RADIO OPERATOR, THUGGISH INVESTOR (O.S.), CABBIE, HELMSMAN, THUGGISH INVESTOR, HAYES V/O, WALKER, JACK, JIMMY, RESTON, AUDE, IMMY, ANN (O.S.), HARRY, ESTON, ASSISTANT, DENHAM STIRS, MUMBLING IN PAIN BUT ALIVE., PRESTON, SHA-WOMAN, WESTON, BRUCE (O.S.), PRESTON, JACK (V.O.), CAPTAIN, POLICEMAN, PRESTON (O.S.), THELMA, EDGAR, DENHAM (V.O.), COMMANDER, HUGISH INVESTOR (O.S.), CREWMAN, MIKE, AUDIENCE 2, BRUCE., HERSELF DANGLING FROM THE JAWS OF THE TYRANNOSAUR ABOVE THE JAWS, HELMA, DREW, SAILOR, DENHAM., MANNY, BRUCE, THUGISH INVESTOR, PHOTOGRAPHER 2, PRESS MAN 2, ELMAN, STAGE MANAGER, ENGLEHORN, CHOY, ACK, JACK (O.S.), HAYES (O.S.), LD SECURITY GUARD, ASSISTANT WAITS ON A SOFA., DENHAM (O.S.), FAKE ANN, ANN, ANNY, IKE, SLEAZY INVESTOR, HAYES (V.O.), ELMAN (O.S.), LEAZY INVESTOR, DREW V/O, PHOTOGRAPHER 1, CREWMAN (O.S.)"
King of Comedy_ The.txt,"SECOND EXECUTIVE, CAMERAMAN, HALF-STEWED MAN, FIRST FRIEND, GUARD, PUPKIN, PATTEN, MAN, COOK, STAGE MANAGER, CATHY LONG, FIRST GIRL, DRIVER, TECHNICIAN, EXECUTIVES, BERT THOMAS, CATHY LONG, F.B.I. INSPECTOR, MAE, FIRST EXECUTIVE, MCCABE, A THIRD GUEST, SECRETARY, RECEPTIONIST, RITA, EDDIE, GIARDELLO, VINCENT, ONE GUEST, MARSHA, JONNO, SECOND FRIEND, OW!!!!, FIRST FRIEND, DOORMAN, WOMAN, YOUNG GIRL, THOMAS, SECOND PLAINCLOTHESMAN, A SECOND EXECUTIVE, WIRTZ, BOYFRIEND, CELESTE, WAITER, CANTER, OFFICIAL, CHAUFFEUR, LANGFORD, GIRL, FIRST PLAINCLOTHESMAN, A THIRD EXECUTIVE, MARSHA, HALF-STEWED MAN, MOUSY MAN, HALF-STEWED MAN, SIDNEY, RITA., CROCKETT, LARRY, POLICEMAN, CATHY LONG, MOUSY MAN, RANDALL, AN EXECUTIVE"
King_s Speech_ The.txt,"COSMO LANG (O.C.), DAVID (OVER-RIDES), MYRTLE, WIGRAM (CONT'D), BERTIE (ON RADIO), WIGRAM, WINSTON CHURCHILL (O.S.), BERTIE (V.O. ON RADIO) (CONT'D), FLOOR MANAGER, QUEEN MARY, BALDWIN (CONT'D), COSMO LANG, BERTIE (V.O. RADIO FILTER), WILLIE (NO STUTTER), LIONEL (BEHIND CURTAIN), MYRTLE (O.S.), LILIBET, BERTIE, DAVID (CONT'D), PETER, DRIVER, KING GEORGE V (O.S.), VALENTINE, DAWSON, BERTIE'S RECORDED VOICE, DIGNITARY, ANNA, COSMO LANG (CONT'D), KING GEORGE V, LIONEL (FROM INSIDE THE CLOSET), BERTIE (V.O.), LIONEL (O.S.), VOICE, BERTIE (O. S.), WINSTON CHURCHILL, FOOTMAN, LOCAL LAD, BBC NEWS READER (CONT'D), MYRTLE (CONT'D), DIRECTOR, DIGNITARY (CONT'D), DAWSON (CONT'D), BERTIE'S RECORDED VOICE (CONT'D), DAVID, ELIZABETH, MARGARET ROSE, BBC NEWS READER, BULTER, MASTER OF THE COUNCIL (O.S.), LILIBET & MARGARET ROSE, BALDWIN, LIONEL (CONT'D), VALENTINE (O.S.), ELIZABETH (CONT'D), DAVID (V.O. RADIO FILTER), BERTIE'S VOICE, IAN, LIONEL, COSMO LANG (O.S.), DAVID (V.O. RADIO FILTER) (CONT'D), WILLIE'S MUM, WILLIE, ANNA (CONT'D), THE BOYS, BERTIE (CONT'D), NURSE, WINSTON CHURCHILL (O.C.), LIONEL (SINGS), KING GEORGE V (CONT'D), BERTIE (V.O. ON RADIO), WINSTON CHURCHILL (CONT'D), MUFFLED VOICE (UNSEEN)"
